id,predict_0,predict_1,predict_2
11066,0.25711625814437866,0.6762489080429077,0.06663486361503601
18000,0.6855340003967285,0.3084317147731781,0.006034277845174074
16964,0.643409252166748,0.34776943922042847,0.008821366354823112
4795,0.643409252166748,0.34776943922042847,0.008821366354823112
3392,0.643409252166748,0.34776943922042847,0.008821366354823112
3795,0.5876216292381287,0.39483433961868286,0.017544027417898178
2881,0.446218341588974,0.4993310570716858,0.054450623691082
1903,0.643409252166748,0.34776943922042847,0.008821366354823112
5245,0.8383466601371765,0.15288659930229187,0.008766776882112026
6726,0.8749960660934448,0.11965878307819366,0.0053452118299901485
1311,0.41875433921813965,0.4729129672050476,0.10833272337913513
15795,0.544403612613678,0.40870073437690735,0.04689566791057587
4315,0.643409252166748,0.34776943922042847,0.008821366354823112
3393,0.6855340003967285,0.3084317147731781,0.006034277845174074
6764,0.643409252166748,0.34776943922042847,0.008821366354823112
13039,0.6855340003967285,0.3084317147731781,0.006034277845174074
12331,0.6855340003967285,0.3084317147731781,0.006034277845174074
14276,0.6855340003967285,0.3084317147731781,0.006034277845174074
14638,0.643409252166748,0.34776943922042847,0.008821366354823112
6573,0.6335265040397644,0.3543299734592438,0.012143508531153202
2222,0.643409252166748,0.34776943922042847,0.008821366354823112
8824,0.6855340003967285,0.3084317147731781,0.006034277845174074
6360,0.4566974639892578,0.46896496415138245,0.07433760166168213
7553,0.4566974639892578,0.46896496415138245,0.07433760166168213
13760,0.4566974639892578,0.46896496415138245,0.07433760166168213
4284,0.6855340003967285,0.3084317147731781,0.006034277845174074
1356,0.5757676959037781,0.3930262327194214,0.031206052750349045
3410,0.4566974639892578,0.46896496415138245,0.07433760166168213
4830,0.5757676959037781,0.3930262327194214,0.031206052750349045
8998,0.4566974639892578,0.46896496415138245,0.07433760166168213
18052,0.6855340003967285,0.3084317147731781,0.006034277845174074
7539,0.4566974639892578,0.46896496415138245,0.07433760166168213
9529,0.5757676959037781,0.3930262327194214,0.031206052750349045
3656,0.8749960660934448,0.11965878307819366,0.0053452118299901485
14238,0.6855340003967285,0.3084317147731781,0.006034277845174074
2682,0.25711625814437866,0.6762489080429077,0.06663486361503601
7312,0.6945703625679016,0.3001774847507477,0.005252164788544178
12971,0.8749960660934448,0.11965878307819366,0.0053452118299901485
10735,0.4566974639892578,0.46896496415138245,0.07433760166168213
4050,0.25711625814437866,0.6762489080429077,0.06663486361503601
5943,0.5757676959037781,0.3930262327194214,0.031206052750349045
6482,0.5757676959037781,0.3930262327194214,0.031206052750349045
9746,0.47352707386016846,0.4670768678188324,0.059396035969257355
13320,0.6855340003967285,0.3084317147731781,0.006034277845174074
803,0.4566974639892578,0.46896496415138245,0.07433760166168213
15437,0.6855340003967285,0.3084317147731781,0.006034277845174074
12302,0.6855340003967285,0.3084317147731781,0.006034277845174074
12271,0.643409252166748,0.34776943922042847,0.008821366354823112
5341,0.544403612613678,0.40870073437690735,0.04689566791057587
4427,0.643409252166748,0.34776943922042847,0.008821366354823112
529,0.544403612613678,0.40870073437690735,0.04689566791057587
2022,0.5876216292381287,0.39483433961868286,0.017544027417898178
14625,0.41875433921813965,0.4729129672050476,0.10833272337913513
2922,0.41875433921813965,0.4729129672050476,0.10833272337913513
16330,0.41875433921813965,0.4729129672050476,0.10833272337913513
12890,0.5876216292381287,0.39483433961868286,0.017544027417898178
2140,0.5757676959037781,0.3930262327194214,0.031206052750349045
13484,0.6335265040397644,0.3543299734592438,0.012143508531153202
12392,0.41875433921813965,0.4729129672050476,0.10833272337913513
2322,0.41875433921813965,0.4729129672050476,0.10833272337913513
567,0.643409252166748,0.34776943922042847,0.008821366354823112
4436,0.41875433921813965,0.4729129672050476,0.10833272337913513
