id,predict_0,predict_1,predict_2
11066,0.16309143602848053,0.7767993211746216,0.06010923162102699
18000,0.8076072335243225,0.19136017560958862,0.0010325980838388205
16964,0.7010730504989624,0.29594993591308594,0.002976992167532444
4795,0.7863605618476868,0.21206387877464294,0.0015756062930449843
3392,0.7805744409561157,0.21872131526470184,0.0007042381912469864
3795,0.3144564628601074,0.6103270053863525,0.07521657645702362
2881,0.4068825840950012,0.5160139799118042,0.07710345834493637
1903,0.7595577239990234,0.24005411565303802,0.00038817021413706243
5245,0.9590339660644531,0.04064032435417175,0.00032571348128840327
6726,0.9515318870544434,0.04813135415315628,0.0003367992176208645
1311,0.4061661958694458,0.4840943217277527,0.10973943769931793
15795,0.5237672328948975,0.4073864817619324,0.06884629279375076
4315,0.7859320640563965,0.2130672186613083,0.0010007062228396535
3393,0.724306583404541,0.27507150173187256,0.0006218774942681193
6764,0.7806009650230408,0.21872873604297638,0.0006702796090394258
13039,0.7170249223709106,0.2824609875679016,0.000514076033141464
12331,0.8161438703536987,0.18281257152557373,0.001043554744683206
14276,0.8074263334274292,0.19203244149684906,0.0005412471364252269
14638,0.7175399661064148,0.2819192409515381,0.0005408403812907636
6573,0.7234209179878235,0.27589818835258484,0.0006809316691942513
2222,0.7881565093994141,0.21116846799850464,0.0006750893662683666
8824,0.6686061024665833,0.33070018887519836,0.0006936762947589159
6360,0.46427446603775024,0.46958330273628235,0.06614219397306442
7553,0.3017825484275818,0.613825261592865,0.08439221233129501
13760,0.3623412251472473,0.5648953914642334,0.07276345044374466
4284,0.7291081547737122,0.26896604895591736,0.0019258240936324
1356,0.7027320265769958,0.26740819215774536,0.02985979989171028
3410,0.41468149423599243,0.4368874728679657,0.14843109250068665
4830,0.6978054642677307,0.2739412784576416,0.02825322560966015
8998,0.4545662999153137,0.5018715262413025,0.04356222227215767
18052,0.8437904119491577,0.15576986968517303,0.0004397110315039754
7539,0.46797528862953186,0.4619903564453125,0.07003433257341385
9529,0.6046589016914368,0.35062262415885925,0.04471849277615547
3656,0.9702370166778564,0.029346339404582977,0.0004166707512922585
14238,0.7261284589767456,0.27334943413734436,0.0005221116589382291
2682,0.21385060250759125,0.7299436926841736,0.056205637753009796
7312,0.7445666193962097,0.2550942003726959,0.0003391063364688307
12971,0.9711227416992188,0.028239291161298752,0.0006379029364325106
10735,0.42284607887268066,0.5125039219856262,0.0646500214934349
4050,0.2450517863035202,0.6819553971290588,0.07299283891916275
5943,0.536986231803894,0.4316938519477844,0.031319960951805115
6482,0.6813567876815796,0.3018497824668884,0.01679343916475773
9746,0.5009136199951172,0.45516064763069153,0.04392576962709427
13320,0.8108110427856445,0.18876217305660248,0.0004267756303306669
803,0.46797528862953186,0.4619903564453125,0.07003433257341385
15437,0.8209384679794312,0.17861664295196533,0.0004448877298273146
12302,0.7170249223709106,0.2824609875679016,0.000514076033141464
12271,0.8235949873924255,0.17592786252498627,0.000477186607895419
5341,0.5616849660873413,0.39229801297187805,0.04601701349020004
4427,0.7558786273002625,0.24288441240787506,0.0012369895121082664
529,0.5194247961044312,0.44233980774879456,0.03823535144329071
2022,0.7216759324073792,0.27689507603645325,0.001429038937203586
14625,0.4005379378795624,0.494689017534256,0.10477306693792343
2922,0.36856597661972046,0.5449375510215759,0.08649647980928421
16330,0.356207013130188,0.5407000780105591,0.10309287160634995
12890,0.4632144272327423,0.5301035642623901,0.006681985221803188
2140,0.5689937472343445,0.39968815445899963,0.03131816163659096
13484,0.23914605379104614,0.6997079849243164,0.06114592403173447
12392,0.35874617099761963,0.5578926205635071,0.0833611786365509
2322,0.38475608825683594,0.49214139580726624,0.123102568089962
567,0.7137431502342224,0.2856212556362152,0.000635599484667182
4436,0.4129137694835663,0.5241929292678833,0.06289327889680862
12156,0.7876995801925659,0.21174274384975433,0.0005576680996455252
7508,0.7262192964553833,0.27325427532196045,0.0005264187348075211
6184,0.7731746435165405,0.2261747270822525,0.0006506372592411935
12213,0.6961045861244202,0.30302807688713074,0.0008673241245560348
6458,0.356207013130188,0.5407000780105591,0.10309287160634995
13967,0.5755060315132141,0.419892281293869,0.0046016750857234
894,0.7539933919906616,0.19728736579418182,0.048719197511672974
7461,0.6780930757522583,0.3211912512779236,0.0007156378123909235
8949,0.7070857286453247,0.29228392243385315,0.0006303090485744178
3477,0.7274248003959656,0.27193981409072876,0.0006353736389428377
2779,0.26417309045791626,0.6284016966819763,0.10742518305778503
13551,0.7843154072761536,0.215125173330307,0.0005594365647993982
8297,0.17153429985046387,0.7904331088066101,0.03803262114524841
5050,0.49178656935691833,0.45995885133743286,0.04825464263558388
10716,0.7653111815452576,0.23417852818965912,0.0005103210569359362
16075,0.7563238739967346,0.24320103228092194,0.0004751058295369148
1366,0.699723482131958,0.2997128665447235,0.0005636230343952775
774,0.6384119391441345,0.3560299575328827,0.005558098666369915
7406,0.48543280363082886,0.45136895775794983,0.06319829076528549
2526,0.6286534070968628,0.3687301278114319,0.0026165214367210865
9649,0.6259133219718933,0.32858285307884216,0.04550382122397423
16115,0.8153796792030334,0.1840124875307083,0.0006078616715967655
14749,0.29048338532447815,0.6313261985778809,0.07819042354822159
14952,0.8381280899047852,0.1613503247499466,0.0005216174176894128
4786,0.35928040742874146,0.5834296345710754,0.057289935648441315
16513,0.8420839309692383,0.15745869278907776,0.0004573877085931599
2002,0.2383926957845688,0.7042554020881653,0.05735187605023384
4701,0.29037168622016907,0.6211420893669128,0.08848625421524048
7742,0.47134220600128174,0.4814198613166809,0.04723796993494034
5905,0.34889358282089233,0.5076708197593689,0.14343561232089996
685,0.5910501480102539,0.3759056627750397,0.033044226467609406
11857,0.25262948870658875,0.7412012219429016,0.006169276777654886
11628,0.6519657969474792,0.2836996018886566,0.06433462351560593
15024,0.2476772516965866,0.7476279735565186,0.004694773815572262
4168,0.4321448504924774,0.5321903228759766,0.03566482290625572
11914,0.2505987882614136,0.644082248210907,0.10531900823116302
5293,0.8074263334274292,0.19203244149684906,0.0005412471364252269
3374,0.7386305332183838,0.23593099415302277,0.0254384633153677
13055,0.7791647911071777,0.22031095623970032,0.0005242348415777087
17759,0.8172746896743774,0.18229541182518005,0.00042990304064005613
590,0.6771630048751831,0.28925958275794983,0.033577416092157364
1353,0.3715452253818512,0.554776132106781,0.07367865741252899
11938,0.9398038983345032,0.0598394051194191,0.0003567196836229414
1018,0.7080765962600708,0.266563355922699,0.025360098108649254
14945,0.7098554968833923,0.25831419229507446,0.03183034062385559
1001,0.43721577525138855,0.48316287994384766,0.07962130755186081
3587,0.735069990158081,0.2287566065788269,0.036173414438962936
